id,name
2599,Minor Bludgeoning Bane
2600,Minor Defender
2601,Minor Flame Bane
2602,Minor Frost Bane
2603,Minor Heart Thirst
2604,Minor Impenetrability
2605,Minor Piercing Bane
2606,Minor Slashing Bane
2607,Minor Storm Bane
2608,Minor Swift Hunter
2609,Major Acid Ward
2610,Major Bludgeoning Ward
2611,Major Flame Ward
2612,Major Frost Ward
2613,Major Piercing Ward
2614,Major Slashing Ward
2615,Major Storm Ward
2616,Minor Acid Ward
2617,Minor Bludgeoning Ward
2618,Minor Flame Ward
2619,Minor Frost Ward
2620,Minor Piercing Ward
2621,Minor Slashing Ward
2622,Minor Storm Ward
2623,Major Health Gain
2624,Major Mana Gain
2625,Major Stamina Gain
2626,Minor Health Gain
2627,Minor Mana Gain
2628,Minor Stamina Gain
2629,Huntress' Boon
2630,Prey's Reflex
2631,Secret Descent
2632,Secret Ascent
2633,Breaking and Entering
2634,Cautious Egress
2635,Witshire Passage
2636,Karenua's Curse
2637,Invoking Aun Tanua
2638,Heart of Oak
2639,Repulsion
2640,Devourer
2641,Force to Arms
2642,Consumption
2643,Stasis
2644,Lifestone Tie
2645,Portal Recall
2646,Secondary Portal Tie
2647,Secondary Portal Recall
2648,Summon Secondary Portal I
2649,Summon Secondary Portal II
2650,Summon Secondary Portal III
2651,Portal Sending Self Sacrifice
2652,Portal Sending Merciless
2653,Feeble Willpower
2654,Feeble Endurance
2655,Feeble Focus
2656,Feeble Quickness
2657,Feeble Strength
2658,Feeble Coordination
2659,Moderate Coordination
2660,Moderate Endurance
2661,Moderate Focus
2662,Moderate Quickness
2663,Moderate Strength
2664,Moderate Willpower
2665,Essence Sluice
2666,Essence Glutton
2667,Essence Spike
2668,Nuhmudiras Benefaction
2669,Nuhmudiras Bestowment
2670,Nuhmudiras Endowment
2671,Portal to the Callous Heart
2672,Ring of True Pain
2673,Ring of Unspeakable Agony
2674,Vicious Rebuke
2675,Feeble Light Weapon Aptitude
2676,Feeble Missile Weapon Aptitude
2677,Feeble Missile Weapon Aptitude
2678,Feeble Finesse Weapon Aptitude
2679,Feeble Light Weapon Aptitude
2680,Feeble Mana Conversion Prowess
2681,Feeble Light Weapon Aptitude
2682,Feeble Light Weapon Aptitude
2683,Feeble Heavy Weapon Aptitude
2684,Feeble Missile Weapon Aptitude
2685,Feeble Light Weapon Aptitude
2686,Moderate Light Weapon Aptitude
2687,Moderate Missile Weapon Aptitude
2688,Moderate Missile Weapon Aptitude
2689,Moderate Finesse Weapon Aptitude
2690,Moderate Light Weapon Aptitude
2691,Moderate Mana Conversion Prowess
2692,Moderate Light Weapon Aptitude
2693,Moderate Light Weapon Aptitude
2694,Moderate Heavy Weapon Aptitude
2695,Moderate Missile Weapon Aptitude
2696,Moderate Light Weapon Aptitude
2697,Aerfalle's Touch
2698,Aerfalle's Embrace
2699,Auroric Whip
2700,Corrosive Cloud
2701,Elemental Fury
2702,Elemental Fury
2703,Elemental Fury
2704,Elemental Fury
2705,Aerfalle's Enforcement
2706,Aerfalle's Gaze
2707,Elemental Pit
2708,Stasis Field
2709,Summon Primary Portal I
2710,Volcanic Blast
2766,Martyr's Hecatomb VII
2780,Martyr's Blight VII
2781,Lesser Elemental Fury
2782,Lesser Elemental Fury
2783,Lesser Elemental Fury
2784,Lesser Elemental Fury
2785,Lesser Stasis Field
2786,Madness
2787,Supremacy
2788,Essence Blight
2789,Elemental Destruction
2790,Weight of the World
2791,Rolling Death
2792,Rolling Death
2793,Rolling Death
2794,Rolling Death
2795,Citadel Library
2796,Citadel Surface
2797,Proving Grounds Rolling Death
2798,Proving Grounds High
2799,Proving Grounds Low
2800,Proving Grounds Mid
2801,Proving Grounds Extreme
2802,Proving Grounds High
2803,Proving Grounds Low
2804,Proving Grounds Mid
2805,Impudence
2806,Impudence
2807,Impudence
2808,Impudence
2809,Moderate Arcane Prowess
2810,Moderate Life Magic Aptitude
2811,Moderate Magic Resistance
2812,Moderate War Magic Aptitude
2813,Mount Lethe Recall
2814,Priest's Curse
2815,Boom Black Firework OUT
2816,Big Boom Black Firework OUT
2817,Shockwave Black Firework OUT
2818,Spiral Black Firework OUT
2819,Sparkle Black Firework OUT
2820,Blossom Black Firework OUT
2821,Ring Black Firework OUT
2822,Boom Blue Firework OUT
2823,Big Boom Blue Firework OUT
2824,Shockwave Blue Firework OUT
2825,Spiral Blue Firework OUT
2826,Sparkle Blue Firework OUT
2827,Blossom Blue Firework OUT
2828,Ring Blue Firework OUT
2829,Boom Green Firework OUT
2830,Big Boom Green Firework OUT
2831,Shockwave Green Firework OUT
2832,Spiral Green Firework OUT
2833,Sparkle Green Firework OUT
2834,Blossom Green Firework OUT
2835,Ring Green Firework OUT
2836,Boom Orange Firework OUT
2837,Big Boom Orange Firework OUT
2838,Shockwave Orange Firework OUT
2839,Spiral Orange Firework OUT
2840,Sparkle Orange Firework OUT
2841,Blossom Orange Firework OUT
2842,Ring Orange Firework OUT
2843,Boom Purple Firework OUT
2844,Big Boom Purple Firework OUT
2845,Shockwave Purple Firework OUT
2846,Spiral Purple Firework OUT
2847,Sparkle Purple Firework OUT
2848,Blossom Purple Firework OUT
2849,Ring Purple Firework OUT
2850,Boom Red Firework OUT
2851,Big Boom Red Firework OUT
2852,Shockwave Red Firework OUT
2853,Spiral Red Firework OUT
2854,Sparkle Red Firework OUT
2855,Blossom Red Firework OUT
2856,Ring Red Firework OUT
2857,Boom White Firework OUT
2858,Big Boom White Firework OUT
2859,Shockwave White Firework OUT
2860,Spiral White Firework OUT
2861,Sparkle White Firework OUT
2862,Blossom White Firework OUT
2863,Ring White Firework OUT
2864,Boom Yellow Firework OUT
2865,Big Boom Yellow Firework OUT
2866,Shockwave Yellow Firework OUT
2867,Spiral Yellow Firework OUT
2868,Sparkle Yellow Firework OUT
2869,Blossom Yellow Firework OUT
2870,Ring Yellow Firework OUT
2871,Boom Black Firework UP
2872,Big Boom Black Firework UP
2873,Shockwave Black Firework UP
2874,Spiral Black Firework UP
2875,Sparkle Black Firework UP
2876,Blossom Black Firework UP
2877,Ring Black Firework UP
2878,Boom Blue Firework UP
2879,Big Boom Blue Firework UP
2880,Shockwave Blue Firework UP
2881,Spiral Blue Firework UP
2882,Sparkle Blue Firework UP
2883,Blossom Blue Firework UP
2884,Ring Blue Firework UP
2885,Boom Green Firework UP
2886,Big Boom Green Firework UP
2887,Shockwave Green Firework UP
2888,Spiral Green Firework UP
2889,Sparkle Green Firework UP
2890,Blossom Green Firework UP
2891,Ring Green Firework UP
2892,Boom Orange Firework UP
2893,Big Boom Orange Firework UP
2894,Shockwave Orange Firework UP
2895,Spiral Orange Firework UP
2896,Sparkle Orange Firework UP
2897,Blossom Orange Firework UP
2898,Ring Orange Firework UP
2899,Boom Purple Firework UP
2900,Big Boom Purple Firework UP
2901,Shockwave Purple Firework UP
2902,Spiral Purple Firework UP
2903,Sparkle Purple Firework UP
2904,Blossom Purple Firework UP
2905,Ring Purple Firework UP
2906,Boom Red Firework UP
2907,Big Boom Red Firework UP
2908,Shockwave Red Firework UP
2909,Spiral Red Firework UP
2910,Sparkle Red Firework UP
2911,Blossom Red Firework UP
2912,Ring Red Firework UP
2913,Boom White Firework UP
2914,Big Boom White Firework UP
2915,Shockwave White Firework UP
2916,Spiral White Firework UP
2917,Sparkle White Firework UP
2918,Blossom White Firework UP
2919,Ring White Firework UP
2920,Boom Yellow Firework UP
2921,Big Boom Yellow Firework UP
2922,Shockwave Yellow Firework UP
2923,Spiral Yellow Firework UP
2924,Sparkle Yellow Firework UP
2925,Blossom Yellow Firework UP
2926,Ring Yellow Firework UP
2927,Old School Fireworks
2928,Tusker Hide
2929,Tusker Might
2930,Tusker Skin
2931,Recall Aphus Lassel
2932,Tusker Leap
2933,Tusker Sprint
2934,Tusker Fists
2935,Trial of the Tusker Hero
2936,Entrance to Tusker Island
2937,Moderate Impregnability
2938,Moderate Invulnerability
2939,Entering the Temple
2940,Entering the Temple
2941,Ulgrim's Recall
2942,Free Ride to the Abandoned Mine
2943,Recall to the Singularity Caul
2944,Storage Warehouse
2945,Storage Warehouse
2946,Moderate Creature Magic Aptitude
2947,Nullify All Magic Other
2948,Hieromancer's Great Ward
2949,Lightbringer's Way
2950,Maiden's Kiss
2951,Gates of Knorr
2952,Courtyard of Knorr
2953,Interior Gates of Knorr
2954,Barracks Conveyance
2955,Forge Conveyance
2956,Research Chambers Conveyance
2957,Seat of Knorr
2958,Blessing of the Priestess
2959,Mark of the Priestess
2960,Greater Bludgeoning Durance
2961,Greater Piercing Durance
2962,Greater Slashing Durance
2963,Aura of Hunter's Cunning
2964,Aura of Hunter's Mark
2965,Aura of Murderous Intent
2966,Aura of Murderous Thirst
2967,Aura of The Speedy Hunter
2968,Vision of the Hunter
2969,Mother's Blessing
2970,Hunter's Lash
2971,Bullseye
2972,Oswald's Room
2973,Access to the Secret Lair
2974,Vagabond Passed
2975,Moderate Item Enchantment Aptitude
2976,Acid Spray
2977,Portal spell to a hidden place
2978,Nullify All Magic Other
2979,Destiny's Wind
2980,Endless Vigor
2981,Fellowship Heal I
2982,Fellowship Alchemy Mastery I
2983,Fellowship Evaporate Life Magic Self
2984,Lyceum of Kivik Lir
2985,Ardence
2986,Vim
2987,Volition
2988,Beaten into Submission
2989,Portal to the Bandit Hideout.
2990,Knocked Out
2991,Winter's Kiss
2992,Depletion
2993,Grace of the Unicorn
2994,Plague
2995,Power of the Dragon
2996,Scourge
2997,Splendor of the Firebird
2998,Wrath of the Puppeteer
2999,Endurance of the Abyss
3000,Ire of the Dark Prince
3001,Puppet String
3002,Will of the Quiddity
3003,Dark Wave
3004,Puppet Strings
3005,Dispersion
3006,Foresight
3007,Uncanny Dodge
3008,Finesse
3009,Thew
3010,Zeal
3011,Endless Sight
3012,Far Sight
3013,Fruit of the Oasis
3014,Water of the Oasis
3015,Shade of the Oasis
3016,Raptor's Sight
3017,Greater Battle Dungeon Sending from Candeth Keep
3018,Greater Battle Dungeon Sending from Fort Tethana
3019,Greater Battle Dungeon Sending from Nanto
3020,Greater Battle Dungeon Sending from Plateau
3021,Greater Battle Dungeon Sending from Qalabar
3022,Greater Battle Dungeon Sending from Tou-Tou
3023,Greater Battle Dungeon Sending from Xarabydun
3024,Greater Battle Dungeon Sending from Yaraq
3025,Shriek
3026,Lesser Battle Dungeon Sending from Candeth Keep
3027,Lesser Battle Dungeon Sending from Fort Tethana
3028,Lesser Battle Dungeon Sending from Nanto
3029,Lesser Battle Dungeon Sending from Plateau
3030,Lesser Battle Dungeon Sending from Qalabar
3031,Lesser Battle Dungeon Sending from Tou-Tou
3032,Lesser Battle Dungeon Sending from Xarabydun
3033,Lesser Battle Dungeon Sending from Yaraq
3034,Benediction of Immortality
3035,Closing of the Great Divide
3036,Cold Grip of the Grave
3037,Death's Call
3038,Death's Embrace
3039,Death's Feast
3040,Places Death's Kiss upon you.
3041,Essence Dissolution
3042,Grip of Death
3043,Kiss of the Grave
3044,Lesser Benediction of Immortality
3045,Lesser Closing of the Great Divide
3046,Lesser Mists of Bur
3047,Matron's Barb
3048,Minor Benediction of Immortality
3049,Minor Closing of the Great Divide
3050,Minor Mists of Bur
3051,Mire Foot
3052,Mists of Bur
3053,Paralyzing Touch
3054,Soul Dissolution
3055,Asphyxiation
3056,Death's Vice
3057,Enervation
3058,Asphyiaxtion
3059,Enervation
3060,Poison Blood
3061,Taint Mana
3062,Asphyxiation
3063,Enervation
3064,Poison Blood
3065,Taint Mana
3066,Lesser Ward of Rebirth
3067,Matron's Curse
3068,Minor Ward of Rebirth
3069,Poison Blood
3070,Taint Mana
3071,Ward of Rebirth
3072,Hall of the Temple Guardians
3073,Matron's Outer Chamber
3074,Bruised Flesh
3075,Flesh of Cloth
3076,Exposed Flesh
3077,Flesh of Flint
3078,Weaken Flesh
3079,Thin Skin
3080,Bruised Flesh
3081,Flesh of Cloth
3082,Exposed Flesh
3083,Flesh of Flint
3084,Weaken Flesh
3085,Bruised Flesh
3086,Flesh of Cloth
3087,Exposed Flesh
3088,Flesh of Flint
3089,Weaken Flesh
3090,Thin Skin
3091,Thin Skin
3092,Lesser Skin of the Fiazhat
3093,Minor Skin of the Fiazhat
3094,Skin of the Fiazhat
3095,Crypt of Jexki Ki
3096,Crypt of Ibrexi Jekti
3097,Hall of the Guardians
3098,Hall of the Greater Guardians
3099,Hall of the Lesser Guardians
3100,Antechamber of Ixir Zi's Temple
3101,Crypt of Ixir Zi
3102,Kivik Lir's Temple
3103,Crypt of Kixkti Xri
3104,Hall of the Arbiter
3105,Hall of the Arbiter
3106,Hall of the Arbiter
3107,Flay Soul
3108,Flay Soul
3109,Liquefy Flesh
3110,Sear Flesh
3111,Soul Hammer
3112,Soul Spike
3113,Flay Soul
3114,Liquefy Flesh
3115,Sear Flesh
3116,Soul Hammer
3117,Soul Spike
3118,Liquefy Flesh
3119,Sear Flesh
3120,Soul Hammer
3121,Soul Spike
3122,Sacrificial Edge
3123,Sacrificial Edges
3124,Blight Mana
3125,EnervateBeing
3126,Poison Health
3127,Fell Wind
3128,Infected Blood
3129,Infirmed Mana
3130,Halls of Liazk Itzi
3131,Halls of Liazk Itzi
3132,Halls of Liazk Itzi
3133,Halls of Liazk Itzi
3134,Halls of Liazk Itzi
3135,Halls of Liazk Itzi
3136,Halls of Liazk Itzi
3137,Halls of Liazk Itzi
3138,Antechamber of Liazk Itzi
3139,Liazk Itzi's Crypt
3140,Lair of Liazk Itzi
3141,Lair of Liazk Itzi
3142,Lair of Liazk Itzi
3143,Lair of Liazk Itzi
3144,Liazk Itzi Guardians
3145,Liazk Itzi Guardians
3146,Liazk Itzi Guardians
3147,Liazk Itzi Guardians
3148,Liazk Itzi's Offering Room
3149,Liazk Itzi's Offering Room
3150,Liazk Itzi's Offering Room
3151,Liazk Itzi's Offering Room
3152,Inferior Scythe Aegis
3153,Lesser Scythe Aegis
3154,Scythe Aegis
3155,Lesser Alacrity of the Conclave
3156,Alacrity of the Conclave
3157,Greater Alacrity of the Conclave
3158,Superior Alacrity of the Conclave
3159,Lesser Vivify the Conclave
3160,Vivify the Conclave
3161,Greater Vivify the Conclave
3162,Superior Vivify the Conclave
3163,Lesser Acumen of the Conclave
3164,Acumen of the Conclave
3165,Greater Acumen of the Conclave
3166,Superior Acumen of the Conclave
3167,Lesser Speed the Conclave
3168,Speed the Conclave
3169,Greater Speed the Conclave
3170,Superior Speed the Conclave
3171,Lesser Volition of the Conclave
3172,Volition of the Conclave
3173,Greater Volition of the Conclave
3174,Superior Volition of the Conclave
3175,Lesser Empowering the Conclave
3176,Empowering the Conclave
3177,Greater Empowering the Conclave
3178,Superior Empowering the Conclave
3179,Eradicate All Magic Other
3180,Eradicate All Magic Self
3199,Minor Hermetic Link
3200,Major Hermetic Link
3201,Feeble Hermetic Link
3202,Moderate Hermetic Link
3203,Eradicate All Magic Other
3204,Blazing Heart
3205,Good Eating
3206,Enliven
3207,Ore Fire
3208,Innervate
3209,Refreshment
3210,Agitate
3211,Annoyance
3212,Guilt Trip
3213,Heart Ache
3214,Sorrow
3215,Underfoot
3216,Transport to the Forbidden Catacombs
3217,Cascade
3218,Greater Cascade
3219,Lesser Cascade
3220,Cascade
3221,Greater Cascade
3222,Lesser Cascade
3223,Cascade
3224,Greater Cascade
3225,Lesser Cascade
3226,Cascade
3227,Greater Cascade
3228,Lesser Cascade
3229,Cascade
3230,Greater Cascade
3231,Lesser Cascade
3232,Cascade
3233,Greater Cascade
3234,Lesser Cascade
3235,Dark Power
3236,Restorative Draught
3237,Fanaticism
3238,Portal to Nanner Island
3239,Insight of the Khe
3240,Wisdom of the Khe
3241,Flame Burst
3242,Weave of Chorizite
3243,Consecration
3244,Divine Manipulation
3245,Sacrosanct Touch
3246,Adja's Benefaction
3247,Adja's Favor
3248,Adja's Grace
3249,Ghostly Chorus
3250,Major Spirit Thirst
3251,Minor Spirit Thirst
3252,Spirit Thirst
3267,Bit Between Teeth
3268,Biting Bonds
3269,Under The Lash
3270,Hezhit's Safety
3271,Hezhit's Safety
3272,Hezhit's Safety
3273,Prison
3274,Prison
3275,Prison
3276,Prison
3277,Prison
3278,Prison
3279,Entrance to Hizk Ri's Temple
3280,Return to the Corridor
3281,Hizk Ri's Test
3282,Hizk Ri's Test
3283,Hizk Ri's Test
3284,Consort Hezhit
3285,Attendant Jrvik
3286,Well of Tears
3287,Well of Tears
3288,Well of Tears
3289,Patriarch Zixki
3290,Jrvik's Safety
3291,Jrvik's Safety
3292,Jrvik's Safety
3293,Prison
3294,Prison
3295,Prison
3296,Prison
3297,Prison
3298,Prison
3299,Zixk's Safety
3300,Zixk's Safety
3301,Zixk's Safety
3302,Prison
3303,Prison
3304,Prison
3305,Prison
3306,Prison
3307,Prison
3308,Flange Aegis
3309,Inferior Flange Aegis
3310,Inferior Lance Aegis
3311,Lance Aegis
3312,Lesser Flange Aegis
3313,Lesser Lance Aegis
3314,Chained to the Wall
3315,The Sewer
3316,The Sewer
3317,The Sewer
3318,Hizk Ri's Crypt
3319,Portal to Izji Qo's Temple
3320,Lesser Corrosive Ward
3321,Corrosive Ward
3322,Greater Corrosive Ward
3323,Superior Corrosive Ward
3324,Lesser Scythe Ward
3325,Scythe Ward
3326,Greater Scythe Ward
3327,Superior Scythe Ward
3328,Lesser Flange Ward
3329,Flange Ward
3330,Greater Flange Ward
3331,Superior Flange Ward
3332,Lesser Frore Ward
3333,Frore Ward
3334,Greater Frore Ward
3335,Superior Frore Ward
3336,Lesser Inferno Ward
3337,Inferno Ward
3338,Greater Inferno Ward
3339,Superior Inferno Ward
3340,Lesser Voltaic Ward
3341,Voltaic Ward
3342,Greater Voltaic Ward
3343,Superior Voltaic Ward
3344,Lesser Lance Ward
3345,Lance Ward
3346,Greater Lance Ward
3347,Superior Lance Ward
3348,Lesser Warden of the Clutch
3349,Inferior Warden of the Clutch
3350,Warden of the Clutch
3351,Potent Warden of the Clutch
3352,Lesser Guardian of the Clutch
3353,Inferior Guardian of the Clutch
3354,Guardian of the Clutch
3355,Potent Guardian of the Clutch
3356,Lesser Sanctifier of the Clutch
3357,Inferior Sanctifier of the Clutch
3358,Sanctifier of the Clutch
3359,Potent Sanctifier of the Clutch
3360,Entrance to the Burun Shrine
3361,The Art of Destruction
3362,Blessing of the Horn
3363,Blessing of the Scale
3364,Blessing of the Wing
3365,Gift of Enhancement
3366,The Heart's Touch
3367,Leaping Legs
3368,Mage's Understanding
3369,On the Run
3370,Power of Enchantment
3371,Greater Life Giver
3372,Debilitating Spore
3373,Diseased Air
3374,Kivik Lir's Scorn
3375,Fungal Bloom
3376,Lesser Vision Beyond the Grave
3377,Minor Vision Beyond the Grave
3378,Vision Beyond the Grave
3379,Vitae
3380,Vitae
3381,Debilitating Spore
3382,Diseased Air
3383,Fungal Bloom
3384,Lesser Conjurant Chant
3385,Conjurant Chant
3386,Greater Conjurant Chant
3387,Superior Conjurant Chant
3388,Lesser Artificant Chant
3389,Artificant Chant
3390,Greater Artificant Chant
3391,Superior Artificant Chant
3392,Lesser Vitaeic Chant
3393,Vitaeic Chant
3394,Greater Vitaeic Chant
3395,Superior Vitaeic Chant
3396,Lesser Conveyic Chant
3397,Conveyic Chant
3398,Greater Conveyic Chant
3399,Superior Conveyic Chant
